text	text_1	label
can you talk slower please	Can you speak more slowly	change_speed
can you tell how many days i already took off this year	Can you tell me how many days I have taken off this year	pto_used
401k rollover help	401k rollover help	rollover_401k
i need to know the difference between inches and centimeters	I need to know the difference between inches and centimeters	measurement_conversion
i need to know when is the next holiday here	I want to know when the next holiday is	next_holiday
how much paid time off do i have	How many paid holidays do I have	pto_balance
do you know why i can't log into my bank account	Do you know why I can't log into my bank account	account_blocked
"""""""i'll be travelling from lax and headed to phl for 120 on the 10th of may"""	"""I will leave Los Angeles on May 10 for the Philippine capital 120"""	book_flight
write text and send to someone	Write text and send it to someone	text
flip a coin for me i call tails	Toss a coin for me. I call it tail	flip_coin
i need you to block my chase account immediately	I want you to block my chase account right now	freeze_account
i haven't a clue	I have no idea	maybe
what date should i get my tires changed	When should I change the tire	tire_change
can i get a jeep to rent in bangor from the first of the month to a week after the first	Can I rent a jeep in Bangor a week after I arrive at the beginning of this month	car_rental
do i need a plug converter when i visit russia	Do I need a plug converter when I visit Russia	plug_type
when do i get my next check	When can I get my next check	payday
can you play music by the rolling stones	Can you play the rolling stones	play_music
help me a great hotel in vegas for this weekend	Help me find a great hotel in Vegas this weekend	book_hotel
can you tell me my to do list	Can you tell me my to-do list	todo_list
call work	Call work	make_call
look up when my flight is set to start boarding	Look up when my flight is ready to start boarding	flight_status
add my birthday to my calendar for next month on the 5th	Add my birthday to the calendar on the 5th of next month	calendar_update
can you help me find the routing number	Can you help me find the routing number	routing
i need to let my bank know i am traveling to chicago	I want my bank to know that I'm going to Chicago	travel_notification
where is the nearest gas station	Where is the nearest gas station	directions
tell me my reminders	Tell me my reminder	reminder
do i need a socket converter if i'm going to be in eithiopia	If I want to be short-sighted, do I need a socket converter	plug_type
at what time will my flight begin boarding	What time does my flight start boarding	flight_status
in what month does my credit card expire	When does my credit card expire	expiration_date
tell me how the apr on my hy-vee card is	Tell me the APR value on my hy Vee card	apr
i want you to immediatly block any further activity on my bb&t bank account	I want you to stop any further activity on my BB & T bank account immediately	freeze_account
i would like to apply for a discover card	I want to apply for an exploration card	new_card
will i be allowed to take vacation	Can I take a vacation	pto_request_status
what do i do if i think my car battery's dead	What if I think my car battery is dead	jump_start
where do you work	Where are you working?	who_do_you_work_for
when will my order arrive	When will my order arrive	order_status
reset to factory default	Reset to factory default	reset_settings
how long should i cook chicken	How long should I cook the chicken	cook_time
your name will be queen	Your name is queen	change_ai_name
what's on my calendar for march 20th	What's my schedule for March 20th	calendar
am i talking to a person or a bot	Am I talking to people or robots	are_you_a_bot
where is my credit score	Where is my credit score	credit_score
what are some fun silly things to do in new jersey	What's the funniest thing to do in New Jersey	travel_suggestion
are my vaccines up to date for going there	Is the vaccine I went there up to date	vaccines
tell me how busy the restaurant will be between 5 and 7pm	Tell me how busy the restaurant is from 5pm to 7pm	how_busy
can i rent a car out of lax from tuesday to thursday	Can I rent a car in Los Angeles from Tuesday to Thursday	car_rental
can you explain to me what type of vacation days i have still	Can you explain what kind of holidays I have	pto_balance
can a car be rented from tuesday to thursday out of lax	Can I rent a car in Los Angeles from Tuesday to Thursday	car_rental
set my oven to 350 please	Please turn my oven to 350 degrees	smart_home
i need to order more checks for my savings account	I need to order more checks for my savings account	order_checks
what's the nearest ups store to walmart	Which is the nearest UPS store to Wal Mart	directions
who is the one who programmed you	Who programmed you	who_made_you
what is today's month, day and year	What's the date of today's month, day and year	date
can you please repeat that response	Can you repeat the answer	repeat
please tell me the name that you have for me	Please tell me the name you gave me	user_name
whom do you work for	Who do you work for	who_do_you_work_for
whats up with you	Are you okay?	greeting
how can i use you	How can I use you	what_can_i_ask_you
can you please the timer	Can you adjust the timer for me	timer
can i get an uber for five people to go to the national gallery of art	Can I buy a Uber for five people to go to the National Gallery	uber
tell me my interest rate	Tell me my interest rate	interest_rate
mashed potato's nutrition	Nutrition of mashed potato	nutrition_info
order all items on the list	Sort all items in the list	order
what is my interest rate	What's my interest rate	interest_rate
can i check my gold rewards card online	Can I check my gold card online	rewards_balance
why can't i use my money market account	Why can't I use my money market account	account_blocked
my name is going to be sherlock	My name is Shylock	change_user_name
can you play everlong by foo fighters	Can you play foo fighters	play_music
where is my package en route	Where is my package	order_status
do you know the expiration date on my credit card	Do you know the validity of my credit card	expiration_date
thanks for that response	Thank you for your reply	thank_you
i need eggs; add them to my shopping list	I need eggs; Add them to my shopping list	shopping_list_update
what's this car get for highway driving	How does the car go on the highway	mpg
quit the current action please	Please exit the current operation	cancel
i'll be confirming my reservation for joseph at red lobster	I'd like to confirm my reservation for Joseph at the red lobster hotel	confirm_reservation
info on setting up direct deposit	Information about setting up direct deposit	direct_deposit
are you my employee	Are you my employee	who_do_you_work_for
exit out of whisper mode	Quit whispering mode	whisper_mode
please define erection for me	Please define erection for me	definition
tell the bank i will be traveling internationally soon	Tell the bank I'm going to travel abroad soon	travel_notification
what's the nutrition info for a cucumber	What is the nutrition information of cucumber	nutrition_info
you know me by what right now	How do you know me now	user_name
in what state were you born	What state were you born in	where_are_you_from
how many chores are on my todo list	How much housework is on my to-do list	todo_list
has my vacation been okayed yet	Have I arranged my vacation	pto_request_status
do you have another job	Do you have another job	who_do_you_work_for
raise the volume	increase volume	change_volume
are there good clam places in cleveland	Is there a good place for clams in Cleveland	restaurant_suggestion
it was a pleasure talking to you	Nice talking to you	goodbye
put wash the counters down on my list of pending tasks	Write the counter on my to-do list	todo_list_update
i would like you to change your accent	I want you to change your accent	change_accent
what are the steps to get my rewards for my visa card	What are the steps to get visa rewards	redeem_rewards
i am going to need a block put on my chase account right away	I need to add a dollar to my chase account right away	freeze_account
what health benefits can i use	What health benefits can I use	insurance
can you get me simple instructions on how to do an oil change	Can you give me a brief explanation of how to change the oil	oil_change_how
how long has it been since i last took my car to the shop	How long has it been since I last drove to the store	last_maintenance
can you take frozen food of my shopping list	Can you get frozen food from my shopping list	shopping_list_update
i have been spending a lot on utility bills lately	I've spent a lot of money on water and electricity recently	spending_history
is there heavy traffic on the way to the city	Is there a lot of traffic on the way to the city	traffic
what's my mortgage payment going to be this month	How much mortgage do I have to pay this month	bill_balance
can you tell me the minimum amount due on my visa this month	Can you tell me the minimum amount of visa due this month	min_payment
translate hello in french	How are you translating in French	translate
how do i set up instant paycheck	How to set up instant paycheck	direct_deposit
i'm having trouble scheduling a meeting	I have some difficulty in arranging the meeting	schedule_meeting
does my shopping list have pop tarts	Are there any popular pies on my shopping list	shopping_list
let's talk about your hobbies	Let's talk about your hobbies	what_are_your_hobbies
help me rollover my 401k	Help me roll over 401k	rollover_401k
stop synching to my phone	Stop syncing to my phone	sync_device
how can i get a visa card	How can I get visa	new_card
is the mexican place crowded at night	Is Mexico crowded at night	how_busy
thanks for the info	Thank you for your information	thank_you
what are the necessary shots for travel to africa	What are the necessary scenes for a trip to Africa	vaccines
can you give my whereabouts to doug and buster	Can you tell Doug and Buster where I am	share_location
can i get a credit limit raise on my credit card	Can my credit card increase the credit limit	credit_limit_change
please put a block on my td ameritrade account now	Now please add one to my TD Ameritrade account	freeze_account
my friends call me carrie	My friend calls me Kelly	change_user_name
what is the insurance plan i am enrolled in	What is my insurance plan	insurance
i want to apply for a alphabank card	I want to apply for a bank card	new_card
what are your hobbies	what's your hobby?	what_are_your_hobbies
can you tell me how much pto have i use	Can you tell me how much power take-off I use	pto_used
can you please change you accent to the male british one	Can you change your accent to a British male accent	change_accent
please put in a vacation request	Please apply for leave	pto_request
do you know my credit limit for the visa card	Do you know my credit card limit	credit_limit
what about the calories for this chicken salad	How many calories is this chicken salad	calories
i want to set up direct deposit to my charles schwab account	I'd like to deposit it directly into my Charles Schwab account	direct_deposit
will you please add cannons by phil wickham to my playlist	Can you add Phil Wickham's cannon to my play list	update_playlist
what song is currently playing	What song is currently playing	what_song
i want to eat at seven in the restaurant for two people	I'd like to have dinner for two at the restaurant at seven	restaurant_reservation
i need you to switch to whisper mode	I need you to switch to whisper mode	whisper_mode
how long until i can expect my new card to get mailed to me	How long will it take for my new card to be sent out	replacement_card_duration
is it possible to get to olympia by bus	Is it possible to get to Olympia by bus	directions
put the current song in my favorite playlist	Put the current song in my favorite play list	update_playlist
what company is responsible for your design	Which company is responsible for your design	who_made_you
change my name to bob	Change my name to Bob	change_user_name
i need the temperature set at 70 f	I need to turn the temperature to 70 degrees Fahrenheit	smart_home
i need to know when my next day off is	I want to know when my next day off is	next_holiday
i want to hear a joke about elephants	I want to hear a joke about elephants	tell_joke
i am going to be traveling in turkey, are there any alerts	I'm going on a trip to Turkey. Any warning	travel_alert
your answer is appreciated	Thank you for your answer	thank_you
help me figure out where my cell phone is	Help me find out where my mobile phone is	find_phone
can you tell me if ruby tuesday does reservations	Can you tell me if ruby has a reservation for Tuesday	accept_reservations
tell me the month that my card will expire in	Tell me when my card will expire	expiration_date
how do i get to the museum by bus	How can I get to the museum by bus	directions
how does my gas tank look	How does my tank look	gas
change back to your initial settings please	Please change back to the original settings	reset_settings
i need a well-rated hotel in vegas	I need a good hotel in Vegas	book_hotel
tell my bank i will be in brazil from june 1st to july 1st	Tell my bank that I will be in Brazil from June 1st to July 1st	travel_notification
i wanna know my next paycheck	I want to know my next salary	payday
how much interest is my nfcu accrueing	How much interest does my nfcu accumulate	interest_rate
are there any events on my calendar for march 2nd	Is there anything on my schedule on March 2	calendar
i have a fraudulent transaction from wal mart showing on my account	There is a fraudulent transaction from Wal Mart in my account	report_fraud
what timezone is london is	What time zone is London	timezone
when is my car due for an tire change	When is the time for my car to change tires	tire_change
can you help me find my w-2	Can you help me find my W-2	w2
can i pay my bill	Can I pay	pay_bill
what's the credit limit on my account	What is the credit limit of my account	credit_limit
what is tuesday's calendar like	What's the calendar like on Tuesday	calendar
tell me the date	Tell me the date	date
could you please let me apply for a new credit card	Can you let me apply for a new credit card	new_card
what's the routing number for my usaa account	What is the routing number of my USAA account	routing
what is the song on speaker	What's the song on the speaker	what_song
i need to know this song	I want to know this song	what_song
please set a reminder for me	Please give me a reminder	alarm
could you increase the speaker volume please	Would you please turn up the speaker	change_volume
how would you like me to call you	What do you want me to call you	what_is_your_name
does this car take regular or diesel fuel	Does this car use regular gas or diesel	gas_type
did i set a day on my calendar for voting in the next election	Have I set a date on my calendar for the next election	calendar
can you set a timer for two minutes	Can you set a two minute timer	timer
do i have any vacation days left	Do I have a holiday	pto_balance
i would like to know your name	I want to know your name	what_is_your_name
i need to do taxes and have to get a w2	I have to pay taxes and take W2	w2
how many vacation days have i consumed	How many holidays did I spend	pto_used
when is my pay period	When is my payday	payday
tell me a joke about cars	Tell me a joke about cars	tell_joke
showme how to find my location	Show me how to find my location	current_location
what do i have to do	What should I do?	todo_list
who do i contact for a w2 form	W2 form who should I contact	w2
please look up my credit score	Please check my credit score	credit_score
rollover my 401k assistance	Rolling my 401k assistance	rollover_401k
can you check to see if my order has been delivered, please	Can you see if my order has arrived	order_status
i will be traveling to lima alert my bank	I'm going to Lima to inform my bank	travel_notification
will i run out of gas before i get to sioux falls	Will I run out of gas before I get to Sioux Falls	gas
what's the best place to visit in arizona	Where is the best place to visit in Arizona	travel_suggestion
does buffalo wild wings have good reviews	Do you have a good opinion of buffalo wings	restaurant_reviews
i need to know if you are a real person or an ai	I want to know if you're human or AI	are_you_a_bot
please let me know how my credit card application is going	Please let me know how my credit card application is progressing	application_status
what is my state bank of india card credit limit	What is the credit limit of my Indian National Bank card	credit_limit
tell me what the status of my american airlines flight is	Tell me about American Airlines flights	flight_status
get an uber to pick me up at work and take me home	Get a Uber to pick me up and take me home	uber
can you put a stop on my bank account	Can you stop my bank account	freeze_account
play the song coming on next	Play the next song	next_song
do i need a socket converter in england	Do I need a socket converter in the UK	plug_type
would you please schedule a reservation for 2 at lucky's under the name sam at 7:30pm	Would you please make a reservation for two people named Sam at Lucky's at 7:30 p.m	restaurant_reservation
what is on my schedule for tomorrow	What's my schedule for tomorrow	calendar
do i have enough fuel for the drive to tampa	Do I have enough gas to drive to Tampa	gas
what is 25 percent of 6999	What is 25% of 6999	calculator
alexa, tell me the location of my phone	Alexa, tell me where my cell phone is	find_phone
call alex	Call Alex	make_call
do i have an item on my todo list related to shopping	Are there any shopping related items on my to-do list	todo_list
notify me how many days off i have used so far	Let me know how many days off I have taken so far	pto_used
what are the different subjects that you know	What different topics do you know	what_can_i_ask_you
where can i satisfy my craving for french food in milwaukee	Where can I satisfy my desire for French food in Milwaukee	restaurant_suggestion
i ordered some new speakers, so when will they get here	I ordered some new speakers. When will they arrive	order_status
when did i last get my car checked	When was the last time I checked the car	last_maintenance
how can i change inches into meters	How can I change inches into meters	measurement_conversion
for my card is there a extra card while i'm staying in italy	Do I have any extra cards during my stay in Italy	international_fees
take my dinner plans off my calendar for tomorrow	Take my dinner plan out of the schedule for tomorrow	calendar_update
i would like to know the name you have for me	I want to know the name you gave me	user_name
what do i have scheduled on 3/15	What did I arrange for March 15	calendar
please speed up your speaking pattern	Please speak faster	change_speed
what have i spent on food recently	How much have I spent on food recently	spending_history
what's a good french meal	What is a good French meal	meal_suggestion
change the native language	Changing the mother tongue	change_language
this song should be add this on my rock playlist	This song should be added to my rock and roll play list	update_playlist
check to see how many days off i have used	Look how many days I took off	pto_used
how long until delta is at the gate	How long is delta at the door	flight_status
can you look for a denver international to new york international round trip flight for the 5th though 8th	Can you find an international return flight from Denver to New York from the 5th to the 8th	book_flight
can you help me set up a direct depost	Can you help me set up a direct warehouse	direct_deposit
what you just said is true	What you just said is true	yes
share my current location with kristen	Share my current position with Christine	share_location
how long can i expect a bus ride to the liberty bell to take	How long does it take to go to liberty clock by bus	distance
please make a reservation for me: party of two, february 22nd at chili's, two in the afternoon	Please make a reservation for me: 2:00 pm on February 22nd at chili's	restaurant_reservation
how do i know when i have to change my oil	How do I know when to change the oil	oil_change_when
what can i do to jump start my car	What can I do to start my car	jump_start
how can i rehabilitate my poor credit score	How can I recover my bad credit score	improve_credit_score
in australia what outlet type do they use	What kind of socket do they use in Australia	plug_type
did i do something to get my bank account frozen	What did I do to freeze my bank account	account_blocked
remove my reservation at outback for timmy	Cancel my reservation for Timmy in the mainland	cancel_reservation
what sort of person are you, a cat or dog person	What kind of person are you, a cat or a dog	do_you_have_pets
i have no oranges, put them onto my list	I don't have oranges. Put them on my list	shopping_list_update
roll a seven sided dice for me	Roll a seven sided die for me	roll_dice
delete that event from calendar	Remove the event from the calendar	calendar_update
i require another filter so can you order me another one	I need another filter. Can you order another one for me	order
call my mother	Call my mom	make_call
how much do i need to pay on my bills	How much do I have to pay	bill_balance
i didn't catch that so please repeat it	I don't understand. Please say it again	repeat
how many rewards do i now have on my hy-vee card	How many awards do I have on my hy Vee card now	rewards_balance
any idea as to if taco bell takes reservations	Do you know if Taco Bell accepts reservations	accept_reservations
i want your setting adjusted to whisper voice now	I'm going to turn your settings to whisper	whisper_mode
whats the definition of transmute	What is the definition of metamorphosis	definition
does this car get good mpg in the city	Does this car run well per gallon in the city	mpg
you can call me cindy	You can call me Cindy	change_user_name
how do you spell out espresso	How do you spell Espresso	spelling
how many calories are in oreos	How many calories does Oreo have	calories
let's roll some dice	Let's roll the dice	roll_dice
do you have a car rental in new york from june 6th to june 9th	Do you rent a car in New York from June 6 to June 9	car_rental
let me know my routing number	Tell me my route number	routing
i would like to know how much i pay in taxes	I want to know how much tax I paid	taxes
turn the fan to the on position	Turn the fan to the on position	smart_home
add games without frontiers to my week 5 playlist	Add games without borders to my week 5 play list	update_playlist
when is my flight scheduled to board	What time does my flight board	flight_status
yes that is correct	Yes, that's right	yes
file a report for a lost american express card	Report loss of American Express card	report_lost_card
can you tell me the date	Can you tell me the date	date
what is my routing number	What's my route number	routing
i would like to try and confirm that i have a reservation at hu hot for paulie	I'd like to confirm that I have a reservation with Paulie at Hu Hao Hotel	confirm_reservation
plug used in china	Plugs for domestic use	plug_type
what must i do if i want to adjust my insurance policy	What should I do if I want to adjust my insurance policy	insurance_change
i'd like to be out of whisper mode	I want to get out of whisper mode	whisper_mode
set a timer	Set timer	timer
are you influenced by someone else	Are you influenced by others	who_do_you_work_for
remove chips from my shopping list	Take the chips off my shopping list	shopping_list_update
what can i ask you, ai	What can I ask you, Ellen	what_can_i_ask_you
i don't want to hear this song; skip it	I don't want to hear this song; Skip it	next_song
text christy and ask her what she wants for dinner	Text Christie and ask her what she wants for dinner	text
what's the best way to jump start a kia	What is the best way to start Kia	jump_start
what are some fun cheap activities to do in colorado	What are some fun and cheap activities in Colorado	travel_suggestion
do i have reservations at o'neal's at 3 pm	Do I have an appointment at O'Neill's at 3 p.m	confirm_reservation
include happy on my rb playlist	Include happy in my RB play list	update_playlist
provide me with my credit score	Provide my credit score	credit_score
i need information about my recent transaction	I need information about my recent deals	transactions
i prefer to go by brad	I like Brad better	change_user_name
look up carry-on rules for american airlines	Find American Airlines' carry on Rules	carry_on
what timezone is sweden in	What time zone is Sweden in	timezone
from december 22nd to the 25th, make me a pto request	From December 22nd to 25th, give me a PTO request	pto_request
is the breakfast place full in the mornings	Is the breakfast place full in the morning	how_busy
i don't understand why walgreens declined my card	I don't understand why Walgreen refused my credit card	card_declined
i don't have ice cream so will you order me some more	I don't have any ice cream. Can you give me some more	order
i need to get my oil changed	I need to change the oil	schedule_maintenance
i seemed to misplaced my phone	I seem to have misplaced my cell phone	find_phone
should i get an internation visa to go to switzerland	Do you need an international visa to Switzerland	international_visa
when is the next time i'll receive a paycheck	When can I get my salary next time	payday
how many minutes do i cook baked ziti	How many minutes do I have to bake purple iron	cook_time
compare prices for flights from recife to miami leaving may 20 returning june 5	Compare the prices of flights from Recife to Miami from May 20 to June 5	book_flight
please let me know how many days i've taken off	Please tell me how many days I rest	pto_used
i don't know who to notify that i ran my credit card over with the lawn mower	I don't know who to call. I used my lawn mower to swipe my credit card	damaged_card
can you reserve a table for 6 at red robin under the name mavrick at 5 clock	Can you reserve a table for six at 5 o'clock at the Red Robin hotel	restaurant_reservation
can i use apple juice instead of grape juice	Can I use apple juice instead of grape juice	ingredient_substitution
i need to know what date it is tomorrow	I want to know what the date is tomorrow	date
how long til my visa card expires	How long does my visa card expire	expiration_date
are things going well for you	Are you all right	greeting
what's this song called	What is this song's name?	what_song
i want to know what trenchant means	I want to know what sharp means	definition
what street is this	Which street is this	current_location
what's a fun fact relating to elephants	What are the interesting facts about elephants	fun_fact
i'd like to get on a new united healthcare plan	I want to start a new joint medical plan	insurance_change
for this car what kind of fuel does it take	How much fuel does this car need	gas_type
how do you say please in french	What do you say in French, please	translate
would you be classified as a bot	Will you be classified as a robot	are_you_a_bot
how do i spell ambitious	How to spell it	spelling
do i need any specific shots if i go to the uk	If I go to England, do I need any special lens	vaccines
i am looking for a hotel in new york city that has good reviews	I want to find a good hotel in New York	book_hotel
change your language	Change your language	change_language
get rid of my reservation at chez francois for jennifer	Get rid of the room I reserved for Jennifer in Chez Francois	cancel_reservation
i can't use my card because it’s broken	My card is broken and can't be used	damaged_card
go through my reminder list with me please	Please check my reminder list with me	reminder
how much did i spend the past 3 days	How much did I spend in the past three days	spending_history
what is the interest rate i can get from the beginning of next year	How much interest can I get from the beginning of next year	interest_rate
what time is it in fredericksburg, tx	What time is it in Fredericksburg, Texas	time
can you inform me of my gas amount	Can you tell me my gas quantity	gas
remind me to do something	Remind me to do something	reminder_update
my car needs jump started, find me directions	My car needs to start. Find me the direction	jump_start
how long is the chicken gonna take	How long does this chicken take	cook_time
please reset the factory settings	Please reset the factory settings	reset_settings
play the next song	Play the next song	next_song
no clue	No clue	maybe
how healthy are lunchables	How healthy is lunch	nutrition_info
is there enough fuel to make it to the walmart	Is there enough fuel to go to Wal Mart	gas
i'd like to know what song this is	I want to know which song it is	what_song
replay what you just said	Replay what you just said	repeat
tomorrow i need an alarm at 7 tomorrow	I need an alarm clock at 7 tomorrow	alarm
i need diy info about jump starting my dead car battery	I need DIY information about starting my car battery	jump_start
whats my recent transactions on my card	What's my latest credit card transaction	transactions
can i move some money around	Can I move the money	transfer
what is the name i should use to refer to you	What name should I call you	what_is_your_name
please transfer half of my funds to an alternate account	Please transfer half of my funds to another account	transfer
take bread off my shopping list and add milk	Take the bread off my shopping list and add the milk	shopping_list_update
can we play the next track	Can we play the next song	next_song
what is my apr for my credit card	How much do I deposit with my credit card	apr
what's your name	What's your name?	what_is_your_name
how are the ratings like for buffalo wild wings	What's the audience rating of buffalo wings	restaurant_reviews
please file a fraud report	Please submit a fraud report	report_fraud
suggest a meal from thailand to me	Suggest I go to Thailand for a meal	meal_suggestion
how do i report my lost card	How can I report the loss of my card	report_lost_card
you need to set the timer for me	You have to fix me a time	timer
tell me information about my income	Tell me about my income	income
can you check my tire pressure	Can you check my tire pressure	tire_pressure
transfer between two accounts	Transfer between two accounts	transfer
are pasta dishes healthy	Is spaghetti healthy	nutrition_info
if i want to go to x, do i need a travel visa	Do I need a travel visa if I want to go to x	international_visa
activate whisper mode	Start whispering mode	whisper_mode
i would like all of these things on my shopping list ordered	I want to order all these things on the shopping list	order
how could i say twin in chinese	How can I say twins in Chinese	translate
minimum payment for my credit card	My minimum credit card payment	min_payment
can i have more information about my income	Can I have more information about my income	income
what's the cooking time for chicken alfredo	What's the cooking time for Alfredo chicken	cook_time
what time is it in london	What time is it in London	time
transfer $10 from checking to savings	Transfer $10 from a check to a savings account	transfer
what gas does this car take	How much gas does this car need	gas_type
go ahead and flip a coin	Let's toss a coin	flip_coin
can you set a 30 second timer	Can you set a 30 second timer	timer
how many pto days do i have remaining	How many days do I have	pto_balance
i'd like the language to be in spanish	I hope the language is Spanish	change_language
heyo	Hello	greeting
i want to know my income	I want to know my income	income
will i have to wait long for a table at pietro's this evening	Do I have to wait long at Pietro's tonight	how_busy
i would like to change the pin on my savings account	I want to change the password on my savings account	pin_change
is it possible to change to original settings	Can I change to the original settings	reset_settings
please put in a pto request for june 5th and 6th	Please submit your application on June 5 and 6	pto_request
what's my spending limit on my discover	What is my daily consumption limit	credit_limit
please block my discover account immediately	Please freeze my discover account now	freeze_account
i need one alarm to go off at 6:30 am and a second alarm set for 8:00 am	I need an alarm clock to ring at 6:30 a.m. and a second alarm clock to ring at 8:00 a.m	alarm
ai, go ahead and roll the dice	Oh, go and roll the dice	roll_dice
what do my state taxes amount to	What's my state tax	taxes
what should i do if my car battery dies	What if my car battery is dead	jump_start
add swimming to my calendar today	Add swimming to my calendar today	calendar_update
let me know when the replacement card will arrive	Please tell me when the card change will arrive	replacement_card_duration
where is your place of origin	Where is your birthplace	where_are_you_from
do you have a name i should call you by	Do you have a name I should call you	what_is_your_name
thanks, that's helpful	Thank you. It's very helpful	thank_you
play me some music	Give me some music	play_music
i need to know the nearest bank's location	I need to know the location of the nearest bank	directions
can you tell me my name for me	Can you tell me my name	user_name
i have to say affirmative on that one	I have to say for sure	yes
please share today's date	Please share today's date	date
call someone for me	Call someone for me	make_call
what ingredients does agor agor need	What raw materials does Al Gore need	ingredients_list
show everything on my to buy list	Show everything on my purchase list	shopping_list
could you check my bank balance for me	Can you check the bank balance for me	balance
what plug type does greece use	What kind of plug does Greece use	plug_type
message carl, you suck	Carl, you suck	text
i am in need of a switch to my insurance plan	I need to switch to my insurance plan	insurance_change
i'd like an appointment at your earliest availability for an oil change	I'd like to make an appointment for an oil change as soon as possible when you are free	schedule_maintenance
lets pass on this song and do the next	Let's pass on the song and sing it	next_song
what time am i meeting john	When can I see John	meeting_schedule
what is the minimum i can pay on my credit card bill	How much can I pay for my credit card bill	min_payment
i need to know how many pounds are in 10 kilos	I want to know how many pounds are 10 kilograms	measurement_conversion
you need to tell me when was car in shop	You have to tell me when the car is in the store	last_maintenance
should i get any vaccines before going over to the uk	Should I be vaccinated before I go to England	vaccines
when does my paycheck arrive	When will my salary arrive	payday
i need you to increase the speaker volume	I need you to turn up the speakers	change_volume
i am needing the next song to be played	I need to play the next song	next_song
did i put a car wash on my todo list	Did I put the car wash on my to-do list	todo_list
pause	suspend	cancel
i left my phone somewhere	Where did I leave my cell phone	find_phone
get my back to factory settings	Restore factory settings	reset_settings
i need to know britain's timezone	I want to know the time zone of the UK	timezone
tell me my current savings account's interest rate	Tell me the interest rate of my current account	interest_rate
i didn't hear say it again please	I didn't hear you say it again	repeat
share my coordinates with melissa and doug	Share my coordinates with Melissa and Doug	share_location
what's the least amount i need to pay on the electric bill	How much do I have to pay for electricity at least	min_payment
i need to know how to change my oil and what kind of oil for a 2007 trailblazer	I need to know how to change my oil and what kind of oil will be pioneers for 2007	oil_change_how
i would like to add you say by lauren daigle to my playlist	I'd like to add Lauren dagger to my play list	update_playlist
do they use special outlets in australia	Do they use special outlets in Australia	plug_type
please freeze my bank account	Please freeze my bank account	freeze_account
how healthy is a cheeseburger	How healthy is a cheeseburger	nutrition_info
thank you for your help	Thanks for your help	thank_you
my check engine light has switched on, schedule someone to inspect it	My check engine light is on. Arrange for someone to check it	schedule_maintenance
how healthy are potato skins	How healthy is potato skin	nutrition_info
the programmer who made you is who	Who is the programmer who created you	who_made_you
how long until my cereal is ruined	How much longer will my cereal be destroyed	food_last
tell me the number of days off i took this year	Tell me the number of days off this year	pto_used
let me know the credit card application status	Tell me about the credit card application	application_status
who constructed you	Who created you	who_made_you
will you please confirm the month that my card expires	Would you please confirm the month when my card is due	expiration_date
how long is the shipping for my replacement card	How long does it take for my replacement card	replacement_card_duration
can yogurt be used for sour cream	Can yogurt be used to make sour cream	ingredient_substitution
tell me the nutrition facts for shepherd's pie	Tell me the nutrition of shepherd pie	nutrition_info
what can i get with my mastercard points	What can I get from my MasterCard points	redeem_rewards
how do i get to the subway by foot	How can I walk to the subway	directions
decrease volume level	lower the volume	change_volume
the credit limit i have needs to be changed	My credit limit needs to be changed	credit_limit_change
are you older than me	Are you older than me	how_old_are_you
i gotta know the the carry-on restrictions for american airlines	I want to know the carry on restrictions of American Airlines	carry_on
can i use an ordinary plug in scotland	Can I use a regular plug in Scotland	plug_type
do you know what you call me	Do you know what you call me	user_name
may i please have a definition for the work churlish	Can I define this job	definition
how much is in my pnc account	How much money do I have in my PNC account	balance
when do i need to change my tires	When do I need to change a tire	tire_change
how is the tire pressure	What's the tire pressure	tire_pressure
how long to get to the airport in la	How long does it take to get to Los Angeles airport	distance
please tell me how much money i have in my bank accounts	Please tell me how much money I have in my bank account	balance
whats the status of my singapore flight	How about my Singapore flight	flight_status
i need to report that someone ran off with my td bank card earlier	I want to report that someone stole my bank card before	report_lost_card
go back to default settings	Return to default settings	reset_settings
whats lifes meaning exactly	What does life mean	meaning_of_life
ai, how long have you been working	Well, how long have you been working	how_old_are_you
when's the next time i should go for an oil change	When do I go to change the oil next time	oil_change_when
tell me the artist currently playing	Tell me about the artist who's playing	what_song
today is what date	What day is today?	date
so how long can pizza last in the fridge	How long does the pizza last in the fridge	food_last
how do i look up my credit score	How do I view my credit score	credit_score
how to cancel	How to cancel	cancel
why was my card declined just now when i tried to buy a jeep at carmax	Why was my credit card rejected when I bought a jeep in carmark just now	card_declined
i do not know	I don't know	maybe
what's song am i hearing	What song do I hear	what_song
how many miles can i drive on 1 gallon of gas	How many miles can you drive on a gallon of gas	mpg
please flip a coin - i call heads	Please flip a coin - I'll call the head	flip_coin
what does my income amount to	What's my income	income
you were made where	Where were you born	where_are_you_from
is the level of fuel in my car enough to get me to work	Is there enough gas in my car for me to work	gas
what kind of nutritional content do carrots have	What nutrition does carrot have	nutrition_info
what does ajar mean	What do you mean half open	definition
is traffic bad on the way to chicago	Is the traffic bad on the way to Chicago	traffic
can you recommend thai food	Can you recommend Thai food	meal_suggestion
please confirm my reservation for morton's at 5 pm	Please confirm my reservation at the Morton hotel at 5pm	confirm_reservation
how much do i have to pay back for my taxes	How much tax do I have to pay	taxes
thinking about cooking dinner, what should i make	Thinking about cooking, what should I do	meal_suggestion
